sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,decile_score
Female,25,25 - 45,Caucasian,0,0,0,2,2,M,Petit Theft,4
Female,23,Less than 25,Hispanic,0,0,0,1,1,M,Operating W/O Valid License,3
Male,28,25 - 45,Caucasian,0,0,0,1,4,F,Pos Cannabis W/Intent Sel/Del,5
Female,21,Less than 25,African-American,0,0,0,0,1,F,Robbery Sudd Snatch No Weapon,8
Male,36,25 - 45,Caucasian,0,0,0,0,1,M,Viol Injunct Domestic Violence,3
Male,24,Less than 25,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,3
Male,28,25 - 45,African-American,0,0,0,3,862,F,arrest case no charge,6
Male,30,25 - 45,Other,0,0,0,1,1,F,arrest case no charge,2
Male,29,25 - 45,African-American,0,0,0,0,1,F,Aggravated Assault W/Dead Weap,1
Female,30,25 - 45,Caucasian,0,0,0,0,1,M,Battery,6
Male,51,Greater than 45,Hispanic,0,0,0,1,2,M,Assault,1
Male,33,25 - 45,Other,0,0,0,3,94,F,Felony Battery (Dom Strang),1
Female,25,25 - 45,African-American,0,0,0,2,86,F,arrest case no charge,6
Male,32,25 - 45,African-American,0,1,0,12,1,F,arrest case no charge,9
Male,23,Less than 25,African-American,0,0,1,1,1,F,Grand Theft in the 3rd Degree,6
Male,47,Greater than 45,African-American,0,0,0,3,0,F,Possession Burglary Tools,3
Female,32,25 - 45,Hispanic,0,0,0,1,80,F,Possession of Cocaine,3
Male,37,25 - 45,Caucasian,0,0,0,0,0,F,Forging Bank Bills/Promis Note,1
Male,19,Less than 25,African-American,0,2,0,2,1,F,Poss Pyrrolidinovalerophenone,10
Male,27,25 - 45,Hispanic,0,0,0,0,1,M,Battery,8
Male,39,25 - 45,Other,0,0,0,0,1,M,Battery,1
Female,21,Less than 25,Caucasian,0,0,2,0,0,F,Possession of Cocaine,6
Male,69,Greater than 45,Caucasian,0,0,0,0,1,M,Aggravated Assault W/dead Weap,1
Male,21,Less than 25,Caucasian,0,0,0,2,1,F,arrest case no charge,6
Male,26,25 - 45,African-American,0,0,1,6,0,M,Battery,10
Male,22,Less than 25,Caucasian,0,0,0,0,3,F,Possession of Cocaine,4
Female,23,Less than 25,African-American,0,0,0,0,1,F,Driving While License Revoked,5
Male,49,Greater than 45,African-American,0,0,0,3,1,F,Grand Theft (Motor Vehicle),5
Male,29,25 - 45,African-American,0,0,1,2,1,M,Battery,4
Female,60,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Female,26,25 - 45,African-American,0,0,0,0,,M,,10
Male,23,Less than 25,African-American,2,0,0,3,1,F,"Poss3,4 Methylenedioxymethcath",10
Male,34,25 - 45,Hispanic,0,0,0,2,271,M,arrest case no charge,5
Female,20,Less than 25,Other,1,0,0,1,21,F,arrest case no charge,4
Male,36,25 - 45,Hispanic,0,0,0,1,1,F,Felony/Driving Under Influence,3
Male,30,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Cocaine,4
Male,21,Less than 25,African-American,0,1,0,1,2,F,Grand Theft in the 3rd Degree,3
Male,22,Less than 25,Caucasian,0,0,0,2,1,M,Possess Cannabis/20 Grams Or Less,6
Male,57,Greater than 45,African-American,0,0,0,18,1834,F,arrest case no charge,8
Male,21,Less than 25,African-American,0,0,0,4,0,F,arrest case no charge,9
Male,21,Less than 25,African-American,0,0,0,0,1,F,Burglary Structure Unoccup,5
Male,34,25 - 45,Caucasian,0,0,0,1,0,M,Battery,1
Female,50,Greater than 45,Caucasian,0,0,0,1,1,M,Battery,1
Male,40,25 - 45,Caucasian,0,0,0,0,1,F,arrest case no charge,7
Male,25,25 - 45,African-American,0,0,0,7,1,F,Tamper With Witness/Victim/CI,8
Female,53,Greater than 45,Caucasian,0,0,0,1,1,M,Battery,1
Female,24,Less than 25,African-American,0,0,0,0,1,F,Aggravated Assault W/Dead Weap,4
Male,42,25 - 45,African-American,0,0,0,1,13,F,arrest case no charge,1
Male,28,25 - 45,African-American,0,0,0,1,1,M,Battery,3
Male,24,Less than 25,Caucasian,0,0,0,1,37,M,Disorderly Intoxication,4
Male,26,25 - 45,African-American,1,1,0,6,1,F,Robbery / No Weapon,8
Male,22,Less than 25,African-American,0,0,0,4,1,F,Grand Theft in the 3rd Degree,9
Male,21,Less than 25,Caucasian,0,0,0,3,8,M,arrest case no charge,7
Male,37,25 - 45,African-American,0,0,0,23,1,F,Battery on Law Enforc Officer,9
Male,35,25 - 45,African-American,0,0,0,2,1,F,Possession of Cannabis,5
Male,53,Greater than 45,African-American,0,0,0,2,1,F,Felony Driving While Lic Suspd,1
Male,60,Greater than 45,African-American,0,0,0,1,1183,F,arrest case no charge,1
Male,29,25 - 45,African-American,0,0,0,7,1,F,Possession of Cocaine,4
Male,48,Greater than 45,Caucasian,1,0,0,23,1,F,Felony Petit Theft,8
Female,52,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,27,25 - 45,African-American,0,0,0,12,1,F,Driving While License Revoked,8
Male,28,25 - 45,African-American,0,0,0,5,0,F,arrest case no charge,9
Male,33,25 - 45,Caucasian,0,0,0,3,1,M,Battery,3
Female,28,25 - 45,Hispanic,0,0,0,0,1,F,arrest case no charge,2
Male,47,Greater than 45,Caucasian,0,0,0,5,312,F,Possession of Cocaine,10
Male,36,25 - 45,African-American,0,0,0,14,1,F,Throw Deadly Missile Into Veh,7
Male,29,25 - 45,African-American,1,0,0,2,1,F,Aggravated Battery / Pregnant,5
Male,22,Less than 25,African-American,0,0,1,0,0,M,Unlaw Use False Name/Identity,9
Male,26,25 - 45,African-American,0,0,2,6,35,F,Poss Cocaine/Intent To Del/Sel,7
Male,25,25 - 45,Caucasian,0,0,0,0,1,F,Resist Officer w/Violence,2
Male,68,Greater than 45,Caucasian,0,0,0,2,150,F,Aggravated Assault W/dead Weap,1
Male,56,Greater than 45,African-American,0,0,0,5,1,F,Driving While License Revoked,3
Male,27,25 - 45,African-American,0,0,0,9,1,F,Aggravated Battery / Pregnant,8
Male,52,Greater than 45,Caucasian,0,0,0,4,1,F,Grand Theft in the 3rd Degree,1
Male,32,25 - 45,African-American,0,0,0,3,1,F,Battery on Law Enforc Officer,2
Male,60,Greater than 45,Other,0,0,0,4,1,F,arrest case no charge,1
Male,23,Less than 25,Hispanic,0,0,0,1,5,M,Exposes Culpable Negligence,3
Female,39,25 - 45,Caucasian,0,0,0,0,2,M,Disorderly Intoxication,6
Male,56,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Female,22,Less than 25,African-American,0,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",7
Female,27,25 - 45,African-American,0,0,0,1,31,F,Use Scanning Device to Defraud,2
Male,53,Greater than 45,African-American,0,0,0,11,1,F,arrest case no charge,6
Male,25,25 - 45,Caucasian,0,0,0,0,0,M,Driving Under The Influence,2
Male,21,Less than 25,Hispanic,0,0,0,0,0,M,Battery,3
Male,22,Less than 25,Caucasian,0,0,0,0,1,F,Leaving the Scene of Accident,3
Female,58,Greater than 45,Caucasian,0,0,0,2,23,M,DUI Property Damage/Injury,1
Male,31,25 - 45,African-American,0,0,0,7,1,M,Aggravated Battery / Pregnant,3
Male,22,Less than 25,Caucasian,0,0,0,1,1,F,False Ownership Info/Pawn Item,5
Male,28,25 - 45,African-American,0,0,0,8,1,F,Uttering a Forged Instrument,6
Male,42,25 - 45,Other,0,0,0,1,1,F,arrest case no charge,1
Male,20,Less than 25,African-American,0,0,0,0,0,F,Grand Theft (Motor Vehicle),7
Male,29,25 - 45,Caucasian,0,0,0,0,0,M,Battery,6
Male,29,25 - 45,African-American,0,0,0,8,614,F,arrest case no charge,10
Male,58,Greater than 45,African-American,0,0,0,21,2,M,arrest case no charge,7
Male,22,Less than 25,African-American,0,0,0,3,1,F,Grand Theft in the 3rd Degree,7
Male,48,Greater than 45,Hispanic,0,0,0,1,0,M,Operating W/O Valid License,1
Male,37,25 - 45,Caucasian,0,0,0,0,0,F,Crimin Mischief Damage $1000+,4
Male,57,Greater than 45,African-American,0,0,0,1,1,F,Felony Petit Theft,5
Male,27,25 - 45,Caucasian,0,0,0,3,22,M,Fleeing or Eluding a LEO,1
Male,26,25 - 45,African-American,0,0,0,3,0,F,Burglary Unoccupied Dwelling,4
Male,24,Less than 25,Caucasian,0,1,1,3,0,F,"Poss3,4 Methylenedioxymethcath",8
Male,33,25 - 45,Caucasian,0,0,0,0,1,F,Aggravated Battery / Pregnant,1
Male,29,25 - 45,African-American,0,0,0,2,1,F,arrest case no charge,6
Female,24,Less than 25,African-American,0,0,0,3,1,F,Grand Theft in the 3rd Degree,10
Male,19,Less than 25,Caucasian,0,0,1,1,1,F,Felony Battery (Dom Strang),10
Male,36,25 - 45,Caucasian,0,0,0,2,1,M,Battery,1
Female,24,Less than 25,Caucasian,0,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",5
Male,34,25 - 45,Caucasian,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,25,25 - 45,Hispanic,0,0,0,2,1,F,arrest case no charge,5
Male,20,Less than 25,African-American,1,0,1,1,1,F,arrest case no charge,10
Male,28,25 - 45,Hispanic,0,0,0,2,263,M,arrest case no charge,5
Male,24,Less than 25,African-American,0,0,0,1,1,M,Battery,2
Male,61,Greater than 45,Caucasian,0,0,0,4,1,F,arrest case no charge,1
Female,50,Greater than 45,African-American,0,0,0,3,1,F,Aggravated Assault W/Dead Weap,2
Male,30,25 - 45,African-American,0,0,0,1,1,M,Battery,1
Male,38,25 - 45,African-American,0,0,0,5,1,F,Possession of Cannabis,3
Male,24,Less than 25,Caucasian,0,0,0,0,1,M,Battery,1
Male,45,Greater than 45,African-American,0,0,0,16,77,F,arrest case no charge,2
Female,46,Greater than 45,African-American,0,0,0,2,1,F,Grand Theft in the 3rd Degree,10
Male,41,25 - 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,20,Less than 25,Other,0,0,1,0,1,F,Possession of Cocaine,8
Male,27,25 - 45,African-American,0,0,0,13,1,M,Possess Cannabis/20 Grams Or Less,8
Female,51,Greater than 45,African-American,0,0,0,16,122,F,Possession of Cocaine,8
Male,26,25 - 45,African-American,0,0,0,1,1,M,Battery,6
Male,29,25 - 45,African-American,0,0,0,3,0,F,Possession of Ethylone,5
Male,52,Greater than 45,Caucasian,0,0,0,6,1,F,Grand Theft in the 3rd Degree,5
Male,28,25 - 45,Caucasian,0,0,0,1,1,F,Agg Battery Grt/Bod/Harm,4
Female,34,25 - 45,Native American,0,0,0,4,152,F,arrest case no charge,7
Male,55,Greater than 45,African-American,0,0,0,5,1,F,Felony Petit Theft,3
Male,26,25 - 45,African-American,1,1,0,10,1,F,Aggravated Battery,9
Male,28,25 - 45,African-American,0,0,0,5,1,F,Possession Of Alprazolam,10
Male,63,Greater than 45,Caucasian,0,0,0,2,3,F,Felony DUI (level 3),1
Male,42,25 - 45,African-American,0,0,0,0,0,F,Aggravated Assault w/Firearm,1
Male,23,Less than 25,African-American,1,2,2,6,1,F,Driving While License Revoked,6
Male,54,Greater than 45,African-American,0,0,0,28,1,F,Possession of Cocaine,9
Male,35,25 - 45,African-American,0,0,1,8,1,F,Felony Battery w/Prior Convict,7
Female,24,Less than 25,African-American,1,0,0,6,1,F,arrest case no charge,9
Male,54,Greater than 45,African-American,0,0,0,2,26,M,Battery,1
Male,58,Greater than 45,African-American,0,0,0,12,1,M,DUI Level 0.15 Or Minor In Veh,6
Male,23,Less than 25,Caucasian,0,0,1,1,1,M,Resist/Obstruct W/O Violence,5
Male,35,25 - 45,African-American,0,0,0,1,1,M,Battery,2
Male,20,Less than 25,African-American,0,0,0,1,0,F,Fraudulent Use of Credit Card,10
Male,51,Greater than 45,Caucasian,0,0,0,0,0,F,Felony Battery (Dom Strang),1
Male,24,Less than 25,Hispanic,0,0,0,0,1,F,"Poss 3,4 MDMA (Ecstasy)",10
Male,37,25 - 45,Caucasian,0,0,0,3,14,F,Possession of Cocaine,2
Male,47,Greater than 45,Caucasian,0,0,0,3,1,F,Drivg While Lic Suspd/Revk/Can,1
Male,34,25 - 45,Caucasian,0,0,0,4,1,F,Possession of Cannabis,6
Male,56,Greater than 45,Caucasian,0,0,0,0,2,F,Grand Theft in the 3rd Degree,1
Male,34,25 - 45,Hispanic,0,0,0,4,1,F,Burglary Dwelling Occupied,1
Male,59,Greater than 45,Caucasian,0,0,0,1,3,F,Burglary Dwelling Assault/Batt,1
Male,35,25 - 45,Asian,0,0,0,0,1,F,Burglary Structure Unoccup,6
Male,58,Greater than 45,Hispanic,0,0,0,1,11,F,Possession Burglary Tools,1
Male,29,25 - 45,Hispanic,0,0,0,2,26,M,Driving Under The Influence,4
Female,24,Less than 25,Caucasian,0,0,1,6,1,F,Poss Contr Subst W/o Prescript,9
Male,21,Less than 25,Caucasian,0,0,4,2,1,M,Assault,9
Male,26,25 - 45,African-American,0,0,0,2,16,M,arrest case no charge,9
Male,50,Greater than 45,Asian,0,0,0,5,0,F,Driving While License Revoked,7
Male,26,25 - 45,African-American,0,0,0,1,1,F,Cash Item w/Intent to Defraud,2
Female,30,25 - 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,2
Male,29,25 - 45,Caucasian,0,0,0,6,43,F,arrest case no charge,9
Male,29,25 - 45,Caucasian,0,0,0,0,1,M,Battery,4
Male,54,Greater than 45,African-American,0,0,0,0,1,M,Battery,1
Male,29,25 - 45,African-American,0,0,0,4,1,F,False Ownership Info/Pawn Item,4
Female,59,Greater than 45,Caucasian,0,0,0,0,2,M,DUI Property Damage/Injury,1
Male,38,25 - 45,African-American,0,0,0,0,1,F,Tampering With Physical Evidence,5
Female,22,Less than 25,Hispanic,0,0,0,2,100,F,Possession of Cocaine,5
Male,29,25 - 45,African-American,0,0,0,4,53,F,arrest case no charge,7
Male,27,25 - 45,Caucasian,0,0,0,1,1,M,Opert With Susp DL 2nd Offens,3
Male,26,25 - 45,Hispanic,0,0,0,7,1,F,Aggravated Assault W/Dead Weap,5
Male,52,Greater than 45,Hispanic,0,0,0,20,1,F,False Bomb Report,3
Male,66,Greater than 45,African-American,0,0,0,33,1,F,Crimin Mischief Damage $1000+,6
Male,27,25 - 45,Caucasian,0,0,0,2,1,F,Possession of Cocaine,5
Male,51,Greater than 45,Caucasian,0,0,0,1,1,M,DUI Property Damage/Injury,1
Male,35,25 - 45,Caucasian,0,0,0,1,0,F,arrest case no charge,2
Male,26,25 - 45,African-American,0,0,0,1,1510,F,Tampering With Physical Evidence,7
Male,52,Greater than 45,Caucasian,0,0,0,4,1,M,Battery,3
Female,35,25 - 45,African-American,0,0,0,12,55,M,Susp Drivers Lic 1st Offense,2
Male,48,Greater than 45,Other,0,0,0,12,0,F,Aggravated Assault w/Firearm,5
Female,26,25 - 45,African-American,0,0,0,0,1,M,Battery,2
Female,48,Greater than 45,Caucasian,0,0,0,0,0,M,Leave Accd/Attend Veh/Less $50,1
Male,30,25 - 45,Hispanic,0,0,0,7,1,M,Battery,4
Male,28,25 - 45,Other,0,0,0,2,1,M,Battery,1
Male,33,25 - 45,African-American,0,0,0,2,0,M,Battery,3
Female,34,25 - 45,African-American,0,0,0,6,1,F,Burglary Conveyance Unoccup,4
Male,25,25 - 45,Other,0,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,1
Male,59,Greater than 45,African-American,0,0,0,10,1,F,arrest case no charge,7
Male,29,25 - 45,African-American,0,0,0,5,1,F,Poss Contr Subst W/o Prescript,5
Male,24,Less than 25,Caucasian,0,0,0,0,0,F,Possession of Cocaine,2
Male,48,Greater than 45,Caucasian,0,0,0,1,1,F,Agg Battery Grt/Bod/Harm,7
Male,55,Greater than 45,African-American,0,0,0,0,1,M,Battery,8
Male,52,Greater than 45,African-American,0,0,0,4,0,M,Fail Register Vehicle,5
Male,20,Less than 25,African-American,0,0,0,0,1,F,Possession of Ethylone,4
Male,25,25 - 45,Caucasian,0,0,0,4,6,F,Possession of Cocaine,4
Male,24,Less than 25,Caucasian,0,0,0,0,1,F,Agg Battery Grt/Bod/Harm,2
Male,23,Less than 25,Caucasian,0,0,0,0,1,M,Battery,9
Male,27,25 - 45,Caucasian,0,1,3,6,1,F,Felony Battery (Dom Strang),4
Male,25,25 - 45,African-American,0,1,0,1,2,M,Battery,3
Male,31,25 - 45,African-American,0,0,0,0,1,F,Trespassing/Construction Site,2
Male,25,25 - 45,African-American,0,1,0,6,2,F,arrest case no charge,4
Male,32,25 - 45,Caucasian,0,0,0,1,7,F,arrest case no charge,1
Male,21,Less than 25,Caucasian,0,0,0,0,2,F,Grand Theft in the 3rd Degree,3
Male,37,25 - 45,Other,0,0,0,1,1,F,Crim Use of Personal ID Info,1
Male,25,25 - 45,Caucasian,0,0,0,0,1,F,Possession of Cannabis,3
Male,32,25 - 45,Hispanic,1,1,0,20,0,F,arrest case no charge,10
Male,35,25 - 45,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,7
Male,42,25 - 45,African-American,0,0,0,14,1,F,Drivg While Lic Suspd/Revk/Can,7
Male,24,Less than 25,Caucasian,0,0,1,9,23,M,Viol Injunct Domestic Violence,10
Male,22,Less than 25,Caucasian,1,0,4,6,251,F,Possession of Cocaine,10
Male,21,Less than 25,Hispanic,0,0,0,0,1,F,Grand Theft in the 3rd Degree,6
Male,47,Greater than 45,Caucasian,0,0,0,1,1,M,Battery,1
Male,27,25 - 45,African-American,0,0,0,5,1,F,Aggrav Battery w/Deadly Weapon,9
Male,43,25 - 45,Hispanic,0,0,0,2,12,M,DUI Level 0.15 Or Minor In Veh,1
Male,46,Greater than 45,Caucasian,0,0,0,2,1,F,Possession Of Alprazolam,6
Male,44,25 - 45,African-American,0,0,0,1,0,M,Reckless Driving,3
Male,27,25 - 45,African-American,0,0,0,0,1,F,Consp Traff Oxycodone 28g><30k,5
Male,23,Less than 25,Caucasian,0,0,0,2,1,F,Possession of Cannabis,2
Female,50,Greater than 45,Hispanic,0,0,0,1,1320,F,Unemployment Compensatn Fraud,1
Male,42,25 - 45,African-American,0,0,0,8,1,F,arrest case no charge,5
Male,58,Greater than 45,African-American,0,0,0,6,1,F,Felony Petit Theft,6
Male,26,25 - 45,African-American,0,0,1,3,1,F,Grand Theft (Motor Vehicle),6
Female,48,Greater than 45,Other,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,39,25 - 45,African-American,0,0,0,3,1,F,Grand Theft in the 3rd Degree,3
Male,21,Less than 25,African-American,0,2,0,3,1,F,arrest case no charge,5
Male,63,Greater than 45,Caucasian,0,0,0,1,9,M,DUI Property Damage/Injury,1
Male,22,Less than 25,African-American,0,1,0,3,11,F,arrest case no charge,7
Male,50,Greater than 45,African-American,0,0,0,3,1,M,Battery,3
Male,38,25 - 45,African-American,0,0,0,0,1,F,Burglary Dwelling Assault/Batt,1
Male,41,25 - 45,Caucasian,0,0,0,1,7,F,Sexual Battery / Vict 12 Yrs +,6
Male,28,25 - 45,African-American,8,0,1,16,1,F,Aggravated Battery / Pregnant,8
Female,30,25 - 45,African-American,0,0,0,0,0,M,Battery,3
Male,23,Less than 25,African-American,0,0,0,1,1,F,Agg Fleeing and Eluding,5
Male,25,25 - 45,Caucasian,0,0,0,2,13,F,arrest case no charge,4
Male,40,25 - 45,Caucasian,0,0,0,5,1,F,Neglect Child / No Bodily Harm,4
Male,24,Less than 25,Hispanic,0,0,0,8,0,F,Possession of Cannabis,8
Male,27,25 - 45,African-American,0,0,0,5,0,M,Criminal Mischief Damage <$200,4
Male,44,25 - 45,Caucasian,0,0,0,11,0,M,Battery,3
Female,35,25 - 45,African-American,0,0,0,6,1,F,arrest case no charge,2
Male,42,25 - 45,Caucasian,0,0,0,0,0,M,Battery,1
Male,38,25 - 45,African-American,0,0,0,15,1,F,Drivg While Lic Suspd/Revk/Can,7
Male,26,25 - 45,Hispanic,0,0,0,4,1,F,Possession of Cannabis,6
Female,25,25 - 45,African-American,0,0,0,0,1,M,Resist/Obstruct W/O Violence,3
Male,24,Less than 25,Caucasian,0,0,0,1,280,F,arrest case no charge,4
Male,64,Greater than 45,Hispanic,0,0,0,1,9,F,Aggravated Assault,1
Female,49,Greater than 45,Caucasian,0,0,0,2,0,M,Driving Under The Influence,1
Male,50,Greater than 45,Caucasian,0,0,0,5,1,F,Driving While License Revoked,1
Male,28,25 - 45,Caucasian,0,0,0,8,161,F,arrest case no charge,6
Male,66,Greater than 45,Caucasian,0,0,0,0,0,M,Battery,1
Female,46,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,30,25 - 45,African-American,0,0,1,5,1,F,Driving While License Revoked,6
Female,22,Less than 25,Caucasian,0,0,0,0,1,M,Battery,3
Male,23,Less than 25,Caucasian,0,0,0,1,1,M,arrest case no charge,4
Male,30,25 - 45,Other,0,0,0,0,1,M,Battery,6
Male,24,Less than 25,African-American,1,0,0,10,0,F,arrest case no charge,10
Male,31,25 - 45,Hispanic,0,0,0,0,2,M,DUI Property Damage/Injury,1
Male,31,25 - 45,Other,0,0,0,1,1,F,arrest case no charge,2
Male,21,Less than 25,African-American,4,0,0,4,68,F,arrest case no charge,7
Male,28,25 - 45,African-American,0,0,0,4,366,F,arrest case no charge,8
Male,25,25 - 45,African-American,0,0,0,0,1,M,Disorderly Conduct,3
Female,21,Less than 25,Caucasian,0,0,0,0,1,F,Burglary Unoccupied Dwelling,7
Male,27,25 - 45,African-American,0,0,0,0,1,M,Battery,2
Male,20,Less than 25,Hispanic,0,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,2
Male,32,25 - 45,Hispanic,0,0,0,1,27,F,Possession of Cocaine,1
Female,24,Less than 25,Caucasian,0,0,1,0,0,F,Burglary Unoccupied Dwelling,5
Male,20,Less than 25,African-American,1,0,0,1,1,F,arrest case no charge,3
Male,31,25 - 45,African-American,0,0,0,3,20,M,Viol Pretrial Release Dom Viol,8
Male,27,25 - 45,African-American,0,0,0,3,1,M,Battery,7
Male,59,Greater than 45,African-American,0,0,0,17,65,F,Grand Theft in the 3rd Degree,5
Male,40,25 - 45,African-American,0,0,0,0,1,F,Aggravated Assault w/Firearm,2
Male,22,Less than 25,African-American,0,0,0,11,1,F,Possession of Cocaine,10
Female,38,25 - 45,African-American,0,0,0,1,1,F,Robbery / No Weapon,1
Male,36,25 - 45,Hispanic,0,0,0,1,101,M,Petit Theft $100- $300,10
Male,30,25 - 45,African-American,0,0,0,1,0,M,Possess Cannabis/20 Grams Or Less,7
Male,27,25 - 45,Caucasian,0,0,0,6,1,F,arrest case no charge,6
Male,43,25 - 45,African-American,0,0,0,1,0,M,Battery,1
Female,59,Greater than 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,1
Male,37,25 - 45,Caucasian,0,0,0,2,2,M,DUI Level 0.15 Or Minor In Veh,1
Male,28,25 - 45,African-American,0,0,0,5,0,M,Felony Battery (Dom Strang),7
Male,38,25 - 45,Caucasian,0,0,0,0,0,F,Possession of Cocaine,1
Male,22,Less than 25,African-American,0,0,1,0,1,F,Att Burgl Unoccupied Dwel,8
Male,43,25 - 45,Hispanic,0,0,0,1,44,M,Operating W/O Valid License,1
Male,25,25 - 45,African-American,0,0,0,4,1,F,Grand Theft Firearm,5
Male,51,Greater than 45,Caucasian,0,0,0,0,1,M,DUI Level 0.15 Or Minor In Veh,1
Male,30,25 - 45,Hispanic,0,0,0,6,1,F,Possession of Cocaine,5
Male,29,25 - 45,Caucasian,0,0,0,2,57,M,Felony Battery (Dom Strang),2
Male,28,25 - 45,African-American,0,0,0,10,0,F,Driving While License Revoked,3
Male,26,25 - 45,African-American,0,0,0,6,164,M,Possess Cannabis/20 Grams Or Less,8
Male,55,Greater than 45,African-American,0,0,0,9,0,M,arrest case no charge,3
Female,23,Less than 25,Caucasian,0,0,0,3,1,F,Poss Contr Subst W/o Prescript,10
Female,22,Less than 25,African-American,0,0,0,0,1,M,Failure To Pay Taxi Cab Charge,5
Female,19,Less than 25,Caucasian,0,0,0,2,2,F,Possession of Cocaine,10
Male,31,25 - 45,African-American,0,0,0,1,28,M,Battery,1
Male,29,25 - 45,African-American,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,61,Greater than 45,African-American,0,0,0,15,1,F,Felony Petit Theft,6
Male,24,Less than 25,African-American,0,0,0,4,175,F,Possession of Cocaine,10
Male,31,25 - 45,Hispanic,0,0,0,0,0,M,Operating W/O Valid License,2
Male,20,Less than 25,African-American,0,1,1,4,1,F,arrest case no charge,9
Male,26,25 - 45,Caucasian,0,0,0,3,1,F,Burglary Conveyance Occupied,7
Male,27,25 - 45,Caucasian,0,0,0,5,0,M,Battery,9
Male,25,25 - 45,Caucasian,0,0,0,1,1,F,Aggravated Assault w/Firearm,5
Male,23,Less than 25,Caucasian,0,2,0,3,0,F,Manslaughter W/Weapon/Firearm,5
Male,38,25 - 45,African-American,0,0,0,0,1,F,Felony Battery (Dom Strang),1
Male,27,25 - 45,African-American,0,2,1,18,1,F,Felony Petit Theft,9
Female,35,25 - 45,Caucasian,0,0,0,0,0,F,Resist Officer w/Violence,3
Male,22,Less than 25,Other,0,0,0,0,1,F,Grand Theft (Motor Vehicle),9
Female,58,Greater than 45,African-American,0,0,0,4,14,F,"Poss 3,4 MDMA (Ecstasy)",2
Female,57,Greater than 45,Caucasian,0,0,0,0,2,M,Disorderly Conduct,4
Male,21,Less than 25,African-American,0,0,1,0,1,F,Use Scanning Device to Defraud,3
